example_id, text, aspect_term, term_location, class
1487_0,My MacBook Pro works like a dream[comma] it has never overheated[comma] or even been slightly warm for that matter.,works,15--20,1
488_0,But we had paid for bluetooth[comma] and there was none.,bluetooth,20--29,-1
1047_2,-4 RAM slots[comma] 2 HDD Bays*[comma] 16GB RAM support -No Wireless Issues[comma] at least for me.,16GB RAM support,27--43,0
2422_0,I need graphic power to run my Adobe Creative apps efficiently.,graphic power,7--20,0
2271_1,We upgraded the memory to four gigabytes in order to take advantage of the performace increase in speed.,speed,98--103,1
1180_0,After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish[comma] I broke down and spent another $100 to get Microsoft Word for Mac.,Microsoft Word for Mac,180--202,0
1874_0,I feel that it was poorly put together[comma] because once in a while different plastic_pieces_would come off of it.,plastic_pieces,74--88,-1
1485_1,This purchase opened me to the world of Macbooks[comma] and I am impressed with the intuition of the design[comma] the beauty of the product[comma] and the excellent technological advances associated with it.,beauty,107--113,1
1086_1,EITHER THE COMPUTER IS TOO SLOW TO DETECT THE KEYS TYPED (THIS IS UNLIKELY AS I AM A SLOW TYPIST) OR THE KEYBOARD SIMPLY DOES NOT DETECT THE KEYS BEING TYPED.,KEYBOARD,105--113,-1
354_1,The system constantly overheats[comma] the battery life is too short[comma] the case is coming apart[comma] and my core applications that I use every day in my work as a graphic artist run poorly.,case,68--72,-1
2088_0,The sound is a bit quiet if you're on a plane[comma] this can easily be overcome with a decent pair of head phones.,sound,4--9,-1
2388_0,Really like the textured surface which shows no fingerprints.,surface,25--32,1
2863_1,The price and features more than met my needs.,features,14--22,1
969_0,The biggest problem is that the box had no instructions in it.,instructions,43--55,-1
235_1,The screen is bright and clear[comma] the operating system is solid and friendly to a novice.,operating system,36--52,1
532_0,All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,quality,83--90,1
2962_3,This is likely due to poor grounding and isolation between the components[comma] and I'm hoping that it can be fixed with a ground loop isolator[comma] but I still expected better product quality for this price range.,quality,176--183,-1
2075_1,I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,use,64--67,1
2807_5,the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic[comma] not to mention the laptop was designed for right handed person.,mic,108--111,-1
1924_0,In_November my computer messed up entirely and wouldn't power on after intalling a Windows update[comma] I had to have my HD flashed and lost EVERYTHING on it[comma] including my school assignments and irriplaceable pictures that were only in digital format and several other things[comma] when this update was installed for some reason I was unable to roll back the drivers and everything to an earlier working condition because when the update was installed it deleted my history.,HD,116--118,-1
2470_2,Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.,phone assistance,60--76,1
2246_1,It has many great programs[comma] such as ILife[comma] iPhotos and others.,ILife,36--41,1
237_1,I had my IWORKS[comma] Itunes[comma] Email[comma] MS Office[comma] network and printers set up and completely working perfectly within an hour.,Itunes,17--23,1
158_0,I acually believe the issue is with the Nvidia grafics card[comma] but still requires a return.,Nvidia grafics card,40--59,-1
1322_2,"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".",service,75--82,-1
2329_0,While it was highly rated[comma] would I like it? I tried the keyboard at the store[comma] and it seemed ok.,keyboard,56--64,0
2948_0,The only thing is that the battery won't last more than 1/2 an hour.,battery,27--34,-1
2181_1,Three[comma] the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.,linux based os,50--64,-1
505_1,They sent out the box right away for me to send in my computer[comma] they paid postage and whatnot[comma] but when I got my computer back it still wasn't running right[comma] and now my CD drive wasn't reading anything!,running,143--150,-1
1105_0,After 20-30 min the screen of the notebook switched off.,screen,20--26,-1
2867_0,It has easy to use features and all the speed and power I could ask for.,features,19--27,1
510_0,They sent out a Sony 'Certified' technician.,Sony 'Certified' technician,16--43,0
945_1,_ Again I sent it back and they replaced the motherboard and some fan inside.,fan,66--69,0
756_0,PC never worked right even after BIOS fixed.,BIOS,33--37,-1
909_0,Apparently under the screen there are 2 little screws and when the screen gets moved back and forth[comma] they come loose.,screen,21--27,0
141_0,Called Acer many times[comma] they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!,shipping,48--56,-1
2600_0,After having two PC laptops die with in the past 3 years[comma] I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.,design,114--120,1
1171_0,I chose the iBookG4[comma] a laptop that is an attractive computer with a large screen big enough to please anyone.,screen,74--80,1
1933_0,I got it back again and was told the motherboard had been replaced[comma] so I was now on the SECOND motherboard within 3 months.,motherboard,37--48,-1
734_0,I would like to use a different operating system altogether.,operating system,32--48,0
2504_0,Features such as the Dashboard (allows you to view frequently used tools like a calculator[comma] weather forecast[comma] movie times[comma] calendar[comma] computer post its etc.,Features,0--8,0
2443_0,Boots up fast and runs great!,Boots up,0--8,1
2550_0,The OS is also very user friendly[comma] even for those that switch from a PC[comma] with a little practice you can take full advantage of this OS!,OS,4--6,1
2884_1,I love the easy to see screen[comma] and It works well for work[comma] persoal or just play.,works,38--43,1
396_0,My laptop cost approximately $2[comma]300 and DIED after only 2-years[comma] 10-months and 18-days of use.,cost,10--14,-1
578_0,The Final Cut Pro on this laptop is so fast and easy[comma] and I can use this to seemlessly transfer all my work to my home computer[comma] which is also a mac.,Final Cut Pro,4--17,1
3046_2,So[comma] I took it back to the apple store and they narcissist genius bar staff) fixed it by resetting the fan at boot up.,boot up,109--116,0
275_0,It is short on space[comma] and downloads always had problems being completed[comma] or were said to be 'corrupted'.,space,15--20,-1
1543_2,I wiped nearly everything off of it[comma] installed OpenOffice and Firefox[comma] and I am operating an incredibly efficient and useful machine for a great price.,price,145--150,1
1039_0,Keyboard is plastic and spongey feeling.,Keyboard,0--8,-1
1810_0,The minute you fire it up it's all good[comma] very easy user interface.,user interface,51--65,1
1626_0,I used to build my own desktops from the component parts[comma] and recently my 7 year old Pentium 4 with HT 1 GB ram SATA desktop stopped working (this was a rock star 7 years ago).,Pentium 4,85--94,0
2757_2,I also love the design[comma] the looks[comma] the feel[comma] and the my toshiba feature is wonderfull.,feel,39--43,1
2736_0,Needs Power and Mouse Cable to Plug in back instead of side[comma] In the way of operating a mouse in small area.,Mouse Cable,16--27,-1
1321_0,The shop will definitely push the problem to the service center.,service center,49--63,0
2539_0,i am a huge computer person i love anykind of computer that works well[comma] but when i got this one i was so happy with the way it works and how it runs its amazing.,runs,144--148,1
245_0,It is light and the battery last a very long time.,battery,20--27,1
1740_2,The Material this Pro is made out of seems a lot nicer than any PC  Specs: Like I said this performs a lot better than any computer I've had in the past.,performs,92--100,1
778_1,I spoke with a service rep at Micro Center and his girlfriend is having the same problem with her power adapter[comma] so it's not just an isolated incident!!!,power adapter,98--111,-1
